Age,Salary,Experience,Performance_Score,Gender,Department,Hired,Hiring_Date,Location
65.0,87789,40 years,3,,Sales,N,2012-11-12,Seattle
30.0,50988,11 years,5,Male,Sales,,2016-03-09,New York
28.0,56030,0 years,7,,Sales,,2014-03-21,New York
39.0,78066,13 years,5,Male,Sales,,2013-08-25,Seattle
27.0,39693,9 years,10,Female,Engineering,,2020-08-08,Austin
24.0,37340,0 years,6,,Engineering,No,2020-03-26,Seattle
33.0,70032,16 years,2,Female,Engineering,No,2023-07-07,Seattle
29.0,31181,7 years,7,Female,Engineering,,,Boston
40.0,54908,19 years,1,Female,Sales,Yes,2012-12-23,New York
39.0,71396,16 years,6,F,,Yes,2019-12-27,Boston
18.0,25000,0 years,3,,Sales,Y,2015-07-27,Boston
39.0,46705,17 years,4,,Marketing,,2017-09-20,New York
32.0,35220,17 years,10,Female,,Y,2011-01-08,
27.0,44673,7 years,9,,Engineering,Y,2019-12-23,New York
22.0,54305,0 years,10,M,,Y,2020-02-13,
36.0,53701,13 years,2,Male,HR,N,2022-11-26,Austin
55.0,39136,35 years,2,Male,HR,Yes,2015-04-22,New York
28.0,76945,1 years,1,Male,HR,N,2015-06-16,Austin
37.0,56742,18 years,2,,,,2016-06-20,Boston
44.0,53766,15 years,7,,Marketing,Y,2012-07-13,Boston
34.0,32084,12 years,5,,Engineering,N,2018-08-04,
23.0,34825,1 years,3,Female,Engineering,Y,2021-06-22,
31.0,49673,8 years,1,Female,Engineering,Yes,,Boston
24.0,59679,4 years,1,Female,HR,No,2023-02-05,Boston
46.0,54284,19 years,6,,HR,Yes,2011-08-05,New York
29.0,50047,10 years,5,Male,,Y,2012-08-14,Seattle
26.0,29992,0 years,1,Female,Engineering,Y,2021-05-03,Seattle
45.0,82549,15 years,4,,Engineering,,,Boston
33.0,47190,12 years,10,Male,,Y,2012-03-31,Austin
26.0,32822,2 years,2,F,HR,Yes,2015-04-24,New York
34.0,40364,10 years,9,M,HR,Yes,2012-03-13,Austin
19.0,41860,,9,Male,HR,Yes,2015-09-17,Austin
35.0,54794,11 years,3,M,Sales,Y,2014-10-08,Seattle
32.0,44704,10 years,9,F,Marketing,Y,2018-02-24,New York
18.0,43748,0 years,2,,Marketing,Yes,2021-11-29,Austin
38.0,25000,10 years,4,Male,Sales,Yes,2022-08-13,
45.0,90472,,2,,Marketing,Yes,2023-09-24,
27.0,34889,9 years,8,Male,Marketing,Y,2018-11-11,Austin
48.0,52461,28 years,10,Male,,No,,Boston
28.0,52249,8 years,9,Female,Engineering,Y,2011-09-22,
41.0,44094,16 years,1,,HR,,,
40.0,55304,17 years,6,Female,Marketing,,2013-05-10,
44.0,66605,23 years,8,M,Sales,Yes,2020-08-18,Austin
35.0,51322,8 years,10,Female,Marketing,Y,2015-12-10,Austin
34.0,54425,13 years,9,Female,HR,,2015-01-14,
38.0,47307,11 years,6,F,HR,,2015-06-13,New York
24.0,30600,0 years,4,,Marketing,Yes,2011-07-01,Seattle
20.0,43891,0 years,10,Male,Sales,N,2013-09-13,New York
27.0,34390,6 years,1,M,Sales,Y,2011-10-02,
34.0,64012,14 years,4,Male,Engineering,Yes,2022-12-18,New York
31.0,39076,11 years,9,Male,Sales,Y,2023-07-27,Austin
35.0,36157,9 years,8,,Sales,Y,2016-05-18,New York
27.0,51988,5 years,2,F,,,2018-05-05,
38.0,61348,15 years,6,,HR,Y,2023-02-06,Austin
35.0,51730,9 years,2,Male,Engineering,Yes,2013-10-01,
36.0,63533,13 years,5,,Marketing,N,2021-09-11,Boston
44.0,50197,25 years,7,Female,Sales,No,2012-10-03,New York
38.0,44153,20 years,4,,Engineering,No,2023-10-12,Seattle
51.0,53378,28 years,2,M,Sales,Y,2013-03-26,Seattle
36.0,39083,11 years,7,Male,Engineering,,2015-11-06,Austin
37.0,62266,19 years,4,Female,HR,Y,2013-03-16,
36.0,38994,17 years,6,Female,HR,,2017-08-27,
28.0,25000,8 years,6,F,HR,,,Austin
29.0,42767,9 years,5,F,,No,2021-09-04,
25.0,41609,5 years,9,F,HR,Y,,Boston
24.0,33578,2 years,9,M,Marketing,No,2021-11-15,
24.0,32953,1 years,5,Male,HR,Y,,Seattle
41.0,52302,17 years,1,Female,Marketing,Y,2020-11-04,Austin
26.0,44616,0 years,10,F,,Y,2010-01-31,Boston
33.0,42831,9 years,9,Female,Engineering,Yes,2013-09-03,Seattle
23.0,38876,2 years,3,Male,Marketing,Yes,2017-06-06,Boston
31.0,49331,9 years,7,,HR,Y,,New York
26.0,33684,7 years,5,F,,Y,2023-05-06,Boston
38.0,40470,19 years,4,Male,Engineering,Yes,2019-08-09,Boston
22.0,32571,2 years,4,F,Engineering,,2017-04-11,Austin
46.0,51860,21 years,2,Female,Sales,Yes,2013-06-02,New York
34.0,50619,14 years,9,M,Marketing,Y,2014-01-07,New York
36.0,27190,12 years,2,F,HR,Y,2019-10-21,Austin
18.0,40254,0 years,6,M,Marketing,Yes,2022-09-03,Austin
49.0,73097,28 years,10,,Marketing,Yes,2020-09-19,New York
32.0,62914,11 years,7,M,Sales,Yes,2020-03-16,Seattle
33.0,39750,10 years,4,Male,Sales,Yes,2017-11-30,Austin
18.0,25000,0 years,3,Male,Marketing,,2014-07-11,Austin
34.0,39021,11 years,10,F,Sales,No,2015-04-02,New York
38.0,34782,12 years,5,M,,Yes,2013-06-21,New York
31.0,38118,4 years,10,,,N,,Austin
20.0,26119,0 years,5,,Sales,Y,2019-03-20,Boston
39.0,82587,14 years,7,Female,HR,Yes,2016-03-01,Seattle
21.0,38027,0 years,1,F,Marketing,Y,2014-06-18,Seattle
41.0,83674,16 years,6,Male,Engineering,Y,2017-09-21,New York
43.0,45628,18 years,10,,Sales,Yes,2010-12-29,Boston
45.0,61063,,2,Male,Engineering,Yes,2010-01-03,
,51981,10 years,7,F,,Yes,,New York
32.0,29679,9 years,3,Female,Sales,N,2018-02-24,Seattle
38.0,36709,14 years,8,,Sales,No,2010-03-28,Boston
50.0,47855,28 years,3,,Sales,N,2022-01-10,Seattle
18.0,59778,0 years,1,Female,HR,No,2023-12-12,Seattle
24.0,42721,10 years,3,Male,Marketing,No,2016-05-14,New York
42.0,58351,24 years,8,Male,,Y,2023-11-22,Boston
39.0,57906,10 years,9,Female,Engineering,,2018-11-26,Austin
46.0,40674,21 years,1,Male,Marketing,,2016-09-08,Boston
42.0,74819,19 years,10,Female,Sales,,2012-02-02,Seattle
38.0,25000,20 years,3,Male,,No,2012-11-22,Seattle
46.0,61900,24 years,8,,HR,N,2019-07-06,Austin
40.0,66374,23 years,7,,Sales,,2014-01-10,New York
18.0,25000,0 years,2,,Sales,Yes,2011-01-27,Boston
35.0,29606,13 years,2,Female,Marketing,Y,2020-06-06,Austin
57.0,95996,31 years,5,F,Marketing,No,2019-12-25,Boston
41.0,56443,21 years,1,Female,Sales,No,2010-05-12,New York
48.0,63097,21 years,8,Male,Engineering,Yes,2013-10-29,Seattle
38.0,71831,15 years,8,Female,Marketing,Y,2013-08-01,Austin
44.0,38327,25 years,7,Male,HR,N,2013-10-22,New York
29.0,54603,2 years,1,F,Sales,No,2012-07-21,Boston
41.0,58937,23 years,7,,Sales,N,2021-01-09,Seattle
,68605,17 years,1,Female,,Y,2023-07-23,Seattle
29.0,39192,8 years,8,,Engineering,Y,2012-03-11,Austin
23.0,25000,0 years,7,Male,Engineering,No,2013-04-25,Boston
52.0,64312,31 years,1,Female,Engineering,Yes,2015-01-24,
48.0,71885,25 years,8,M,,Yes,2019-12-04,New York
18.0,25000,0 years,8,Male,HR,,2015-10-12,Boston
34.0,39384,7 years,8,,Sales,Yes,2010-08-28,New York
27.0,34768,11 years,10,Female,Sales,Yes,,New York
45.0,48824,20 years,1,Male,Sales,Y,2020-07-23,Seattle
,44390,10 years,10,M,Marketing,,2016-02-19,New York
25.0,25000,5 years,4,Male,Sales,,2012-06-03,New York
55.0,58195,31 years,8,M,,Y,2018-04-28,Seattle
45.0,46859,26 years,6,Male,,,2011-07-31,Austin
32.0,49224,9 years,8,M,Engineering,Y,2012-05-04,Seattle
29.0,69528,7 years,2,M,,No,2015-08-09,Boston
34.0,73576,12 years,10,,Sales,Yes,2011-09-19,Seattle
38.0,50879,10 years,9,M,Sales,No,2015-10-14,
38.0,66126,12 years,3,F,Engineering,Yes,2011-07-19,Seattle
42.0,64746,15 years,2,F,Marketing,No,2016-06-04,Austin
30.0,51421,8 years,3,,Sales,Y,2010-11-01,Boston
33.0,47151,8 years,2,,HR,,2014-02-12,Seattle
41.0,42864,17 years,5,Female,HR,Y,2023-10-01,
40.0,70483,16 years,3,M,HR,Y,2011-05-07,Austin
45.0,68101,20 years,2,F,Sales,No,2017-10-16,Boston
40.0,56697,12 years,1,Male,Sales,No,2017-04-05,Boston
37.0,55825,11 years,5,F,Sales,No,2023-11-19,Boston
35.0,66843,12 years,9,Male,,Y,2016-10-06,Austin
18.0,25000,0 years,4,,,,2012-01-09,New York
29.0,44639,10 years,8,F,,Yes,,Boston
30.0,31276,13 years,4,M,HR,N,2018-04-07,Austin
29.0,45365,7 years,7,M,Marketing,Yes,2016-04-08,Seattle
32.0,54409,10 years,5,Male,HR,Y,2022-07-16,New York
29.0,33511,6 years,4,Female,Marketing,,2012-09-06,Austin
29.0,31000,11 years,3,F,Engineering,No,2023-06-02,New York
54.0,53487,31 years,9,Female,,,2023-07-28,Seattle
40.0,25934,14 years,8,Male,HR,No,2022-02-12,Austin
42.0,53572,17 years,1,M,Engineering,Y,2021-08-25,Austin
35.0,47654,14 years,4,F,Sales,Y,2011-08-04,Austin
30.0,43196,0 years,9,F,Engineering,Yes,2022-03-11,Seattle
37.0,34616,20 years,3,F,HR,N,2023-03-27,
35.0,58782,9 years,2,M,,Yes,2018-11-18,
29.0,44102,1 years,1,M,Engineering,Y,2021-06-24,Austin
32.0,41995,9 years,9,M,Marketing,No,2010-07-20,New York
38.0,29632,18 years,8,M,HR,N,2017-01-25,Austin
33.0,28064,7 years,3,Male,Marketing,,2017-11-20,Seattle
18.0,48391,1 years,3,F,Sales,Y,2023-04-27,
52.0,77517,31 years,3,Female,,,2020-11-16,
32.0,41441,12 years,2,M,HR,,2021-01-15,
44.0,39167,21 years,10,,,Y,2021-09-20,Boston
33.0,51075,13 years,1,Male,HR,Yes,2022-11-06,Boston
39.0,69484,12 years,6,Male,Engineering,,2017-11-13,Austin
27.0,33099,2 years,4,F,Sales,Yes,2022-01-20,Seattle
42.0,57394,17 years,6,F,Marketing,,2021-05-21,
35.0,58366,12 years,7,M,Sales,Y,2015-10-30,Seattle
50.0,46948,30 years,6,M,Sales,Y,2016-02-28,Seattle
38.0,47019,12 years,9,Female,,,2023-07-13,Seattle
32.0,31514,9 years,5,,Marketing,Yes,2019-04-16,
47.0,34938,20 years,8,Female,HR,Yes,2016-10-30,Austin
25.0,25000,3 years,9,Male,Engineering,Y,2018-08-02,
25.0,38280,3 years,7,Female,Sales,Y,,Boston
39.0,38876,20 years,4,Female,Marketing,Yes,2019-02-18,Austin
38.0,41232,19 years,5,Male,Sales,,2019-04-01,Seattle
20.0,25000,1 years,7,,Sales,,2022-05-04,Boston
20.0,25000,0 years,4,Male,,Y,2013-07-28,
41.0,51048,16 years,3,,Sales,No,2022-11-08,Seattle
19.0,31964,0 years,5,F,Sales,Y,2022-08-08,Boston
35.0,50330,9 years,3,,HR,Y,2017-10-29,Austin
40.0,58416,21 years,3,,,Yes,2010-02-28,Boston
53.0,59927,27 years,9,Female,Marketing,No,2014-08-25,New York
47.0,57368,25 years,1,Female,Engineering,No,2017-07-26,
29.0,38691,10 years,3,Female,Sales,Yes,2022-02-28,New York
37.0,51322,16 years,8,M,Marketing,Y,2014-07-28,Seattle
26.0,30055,0 years,8,Male,,No,2020-04-27,Boston
20.0,25000,0 years,4,M,HR,Yes,2011-08-30,Seattle
41.0,52485,22 years,2,Female,Sales,,2023-02-18,Austin
39.0,47803,13 years,8,Male,HR,Yes,2014-05-12,Austin
36.0,51432,14 years,10,Female,HR,N,2023-12-20,
,57400,17 years,6,F,Marketing,Y,2010-03-28,Seattle
18.0,25000,0 years,9,Female,Engineering,,,
26.0,48890,3 years,1,,Sales,Y,2021-10-03,Boston
54.0,83898,29 years,7,,Marketing,Y,2015-06-10,
35.0,27517,10 years,2,,Marketing,Y,2021-05-10,Austin
37.0,25000,17 years,2,Male,Engineering,Yes,2014-06-24,Boston
24.0,42798,0 years,6,Male,Marketing,N,2017-03-04,Austin
50.0,45875,31 years,3,F,Sales,Yes,2010-03-20,New York
37.0,27560,17 years,7,,HR,N,2013-01-02,Austin
35.0,35140,11 years,1,F,,No,2012-04-18,Austin
42.0,35596,15 years,6,F,Engineering,Yes,2020-09-08,New York
41.0,65494,15 years,4,M,Marketing,No,2015-01-14,
57.0,58197,35 years,6,Female,HR,Yes,2017-03-03,Austin
18.0,34217,0 years,7,Female,Engineering,Yes,2018-01-30,Seattle
31.0,25000,8 years,5,,HR,Yes,2023-10-23,Seattle
26.0,56644,,1,,HR,,2018-11-13,
39.0,67532,15 years,9,,,,2019-12-05,Seattle
18.0,47962,0 years,8,,Marketing,,2012-06-16,Boston
30.0,37813,9 years,10,Female,Engineering,,2014-11-21,Boston
37.0,58388,16 years,9,Female,Marketing,Yes,2020-04-01,New York
27.0,25148,7 years,6,,,,2017-09-21,Boston
28.0,25000,7 years,8,M,Marketing,Y,2018-02-10,New York
25.0,25000,1 years,7,F,Sales,Y,2021-04-26,New York
26.0,25000,5 years,8,Male,Marketing,N,,New York
27.0,25000,11 years,10,Female,Engineering,No,2010-07-03,Boston
35.0,70300,11 years,1,Female,Engineering,,2015-11-09,Austin
18.0,25000,0 years,5,M,Sales,Yes,2017-09-16,
38.0,30761,13 years,9,Female,Sales,Yes,2014-02-01,Seattle
44.0,58234,20 years,5,F,Marketing,No,2013-11-08,Seattle
32.0,40301,9 years,9,,Sales,,2020-06-25,Boston
35.0,53994,12 years,7,Female,,No,,
30.0,54859,8 years,10,Female,,Yes,2010-11-19,Boston
32.0,62419,12 years,6,Female,Marketing,Y,,Seattle
27.0,29987,1 years,2,M,Marketing,,2021-12-12,New York
35.0,25000,14 years,8,M,Marketing,Y,2011-11-25,Seattle
46.0,49221,20 years,8,Male,Marketing,No,2012-05-13,Seattle
51.0,39541,30 years,10,Male,HR,,2012-09-19,Seattle
32.0,61813,7 years,5,,Sales,,2010-03-10,
35.0,30722,12 years,6,,Marketing,Yes,2022-05-20,Seattle
36.0,54615,12 years,9,,,Yes,2018-01-03,
42.0,50816,22 years,3,Female,Marketing,N,2013-11-07,Seattle
60.0,50233,35 years,6,F,,Yes,2012-05-17,
20.0,25000,1 years,5,Female,HR,,2017-04-16,
40.0,49627,12 years,2,Male,Marketing,No,2017-11-18,Seattle
50.0,56132,27 years,5,Male,,Y,2022-09-26,Boston
31.0,29710,6 years,4,Male,,Yes,,New York
27.0,45726,7 years,5,,,N,2022-01-10,Boston
19.0,36192,0 years,6,,Engineering,Y,2016-08-14,
47.0,66546,23 years,6,M,Marketing,Yes,2021-06-28,Boston
31.0,34302,6 years,10,,,Yes,2017-04-01,New York
29.0,30854,13 years,4,F,Engineering,N,2014-08-16,Seattle
33.0,32814,11 years,3,F,Engineering,Yes,2010-12-25,Seattle
24.0,28202,0 years,3,M,Sales,N,2023-09-27,New York
44.0,54840,27 years,3,,,Yes,2022-11-15,New York
19.0,51141,0 years,5,Female,HR,Y,2013-01-17,New York
36.0,49591,16 years,1,F,Engineering,,2020-01-26,Boston
34.0,25000,14 years,3,Female,Marketing,No,2021-02-26,New York
37.0,50281,15 years,9,M,Sales,Y,2015-08-08,Austin
18.0,35922,0 years,6,Male,Sales,Yes,2014-08-03,
18.0,25000,0 years,2,,Marketing,Y,2019-06-16,
44.0,63518,21 years,6,Male,,Yes,2010-10-19,Seattle
55.0,57971,31 years,7,Male,,,2016-05-16,Seattle
28.0,39377,1 years,10,Female,Sales,,2011-10-11,
35.0,37846,5 years,3,F,Marketing,,2010-01-29,New York
29.0,63242,10 years,4,Male,Engineering,Y,2020-02-08,Seattle
52.0,62924,32 years,2,Female,Engineering,Yes,2015-04-25,Seattle
32.0,25000,15 years,5,M,Engineering,Y,2023-09-17,
44.0,39057,25 years,2,,Sales,Yes,2020-10-19,Boston
44.0,83824,21 years,7,Female,,,2011-01-10,New York
38.0,54091,14 years,8,,Marketing,Y,2020-05-19,Austin
46.0,42943,22 years,4,M,Sales,Yes,2015-11-21,Boston
47.0,65423,26 years,10,Male,Engineering,Yes,2018-01-16,Austin
43.0,46217,20 years,3,M,HR,No,2012-12-31,Austin
39.0,46040,13 years,4,M,HR,Y,2016-06-02,Seattle
28.0,32519,10 years,9,M,HR,Y,2016-04-05,Boston
41.0,64391,20 years,5,Male,HR,Y,2013-11-14,
20.0,48895,0 years,8,F,HR,Yes,2013-01-16,New York
34.0,25000,13 years,9,Female,Engineering,Yes,2017-07-31,
27.0,25000,5 years,5,Male,Marketing,Y,2022-10-07,Austin
30.0,56727,2 years,6,Female,Marketing,Y,2018-10-16,
34.0,46616,15 years,8,F,Engineering,Y,2018-05-01,Seattle
34.0,39894,9 years,5,M,Marketing,Yes,2017-07-15,Seattle
35.0,30187,10 years,9,F,Engineering,Yes,2017-05-29,
34.0,43450,11 years,8,M,HR,Y,2010-12-03,Boston
48.0,69015,22 years,4,,HR,N,2021-03-04,Austin
27.0,36907,4 years,7,Male,Marketing,,2021-08-30,Austin
43.0,44210,20 years,4,Male,Marketing,No,2021-11-30,New York
27.0,38750,5 years,2,Female,HR,Yes,2021-02-01,Seattle
30.0,54795,9 years,5,,Sales,,2022-08-13,Austin
46.0,83532,23 years,5,,HR,Y,2010-01-01,Austin
38.0,72540,18 years,6,F,HR,Yes,,
50.0,94874,29 years,8,,,,2020-08-05,Austin
30.0,47318,11 years,7,Male,Marketing,,2011-07-15,New York
33.0,66446,15 years,3,Male,Marketing,Y,2011-10-13,Boston
18.0,25957,0 years,5,Male,Marketing,Yes,2010-08-24,
18.0,25000,,9,Male,HR,,2014-03-23,Boston
21.0,25000,0 years,3,M,,No,2020-04-07,
38.0,60251,10 years,1,F,Engineering,Y,2014-06-28,
27.0,41433,2 years,6,,,Yes,2023-07-09,New York
48.0,71341,32 years,4,Female,HR,,2020-12-03,
47.0,76788,29 years,3,,HR,Yes,2020-09-22,Seattle
24.0,60271,0 years,5,Male,Engineering,,2019-04-19,Seattle
39.0,30513,15 years,3,F,Sales,No,2014-01-09,Austin
36.0,26247,17 years,1,,Engineering,Y,2022-08-17,New York
34.0,47324,,1,Female,Marketing,Y,2010-07-08,New York
18.0,25000,0 years,8,,,,2018-05-08,
36.0,30954,16 years,1,F,Sales,,2017-04-22,New York
28.0,33282,5 years,2,Male,HR,Yes,2023-11-17,Boston
29.0,52381,7 years,10,F,Engineering,Y,2023-12-24,Boston
38.0,59644,15 years,10,,Sales,,2017-04-09,New York
43.0,60533,20 years,2,,Sales,Y,2022-12-24,New York
33.0,53047,13 years,7,Female,,Y,,Austin
39.0,39872,17 years,9,Female,HR,Y,2010-02-08,Boston
38.0,51277,13 years,9,Male,HR,Y,2020-04-16,Boston
27.0,57829,5 years,8,M,Sales,Yes,2010-02-05,Austin
32.0,55867,8 years,8,,Sales,N,2016-10-16,New York
33.0,70134,12 years,2,Female,HR,Yes,2013-06-21,Austin
18.0,50395,0 years,2,,,,2019-05-25,Seattle
28.0,25000,2 years,9,,Marketing,Yes,2019-06-26,New York
41.0,49218,15 years,9,,Marketing,Yes,2014-09-22,Boston
33.0,54920,10 years,3,Male,,,2019-09-23,Boston
28.0,25000,12 years,3,M,Engineering,Yes,,Boston
54.0,70341,31 years,4,F,Sales,,2020-07-11,Austin
46.0,59690,21 years,8,F,Sales,Yes,2012-12-19,Boston
34.0,47265,4 years,6,F,,,2019-04-19,Boston
45.0,64877,21 years,7,F,HR,Y,2021-01-28,New York
31.0,59986,9 years,4,Female,Marketing,Y,2011-03-01,New York
47.0,47145,27 years,10,Male,Engineering,Y,2019-03-14,New York
32.0,44454,9 years,8,Female,Marketing,No,2014-09-21,Boston
49.0,54924,21 years,6,Male,Marketing,Y,2022-09-03,
30.0,25000,10 years,4,Female,Engineering,Yes,,
38.0,44768,15 years,4,Female,Engineering,Y,2013-07-24,
41.0,86101,16 years,10,Male,Engineering,Y,2010-10-21,Boston
45.0,56486,21 years,8,Female,,Yes,2011-10-11,Austin
19.0,50955,0 years,4,F,Marketing,No,2020-04-06,Austin
28.0,50985,3 years,5,F,HR,No,2013-01-05,
32.0,46182,11 years,1,Male,HR,Yes,2014-03-20,Boston
46.0,95704,27 years,3,Male,,No,2020-10-04,Austin
31.0,25000,8 years,1,Male,Sales,Yes,2019-02-27,Austin
39.0,35795,15 years,9,M,Marketing,Yes,2020-05-31,Seattle
28.0,45162,2 years,2,F,Engineering,No,2011-10-19,Boston
26.0,36344,8 years,10,,Engineering,No,2017-01-15,New York
32.0,70768,12 years,7,,HR,Y,,
32.0,47706,6 years,2,,Marketing,Yes,2011-10-03,Austin
31.0,38768,12 years,8,F,HR,Y,2013-01-16,Boston
47.0,84684,28 years,1,F,Sales,N,2011-12-23,
54.0,62845,35 years,1,,Sales,Y,2023-06-06,Boston
,25000,2 years,10,Male,,,2011-11-05,Austin
40.0,54607,16 years,9,F,Marketing,,2011-07-08,New York
27.0,33243,7 years,4,,,N,,New York
18.0,27974,0 years,1,F,Engineering,Yes,2020-11-06,Austin
30.0,48314,5 years,9,M,Engineering,Y,2020-03-03,New York
30.0,33801,,2,,Sales,N,,
39.0,72473,20 years,2,Male,Sales,Yes,2010-02-25,Austin
21.0,25000,0 years,6,M,Engineering,N,2017-02-23,Seattle
35.0,38298,17 years,8,F,Engineering,Yes,2018-10-07,Boston
43.0,57480,23 years,2,Female,Sales,Yes,,
38.0,63022,16 years,10,M,,Y,2021-08-22,New York
20.0,45511,0 years,4,M,HR,,2012-02-29,Austin
26.0,25000,3 years,3,Female,Sales,Y,2010-07-27,Austin
28.0,31174,3 years,8,M,Engineering,Y,2023-12-27,Boston
23.0,25000,2 years,3,M,,Yes,2010-03-21,New York
35.0,48012,12 years,3,,HR,Y,2012-01-17,
34.0,56689,10 years,7,Female,Marketing,Yes,,Seattle
31.0,56302,5 years,9,Male,,,2018-10-21,Austin
40.0,49477,16 years,1,Female,Marketing,No,2018-01-31,Austin
31.0,49373,12 years,6,Female,Sales,No,2011-03-09,Boston
32.0,35988,7 years,10,M,Sales,Y,2022-10-30,Austin
18.0,39218,2 years,10,,HR,Yes,2010-05-09,Boston
39.0,71426,18 years,6,Male,,N,2016-06-11,New York
39.0,29866,15 years,2,Male,,Yes,2021-08-11,Boston
45.0,51315,23 years,1,,,,2017-08-17,Austin
27.0,59673,0 years,2,Male,HR,Yes,,New York
29.0,56545,14 years,3,F,Sales,Yes,2014-06-26,
32.0,38292,,7,F,Engineering,Y,2020-07-29,New York
21.0,27025,0 years,5,Male,,Y,2015-11-10,Seattle
19.0,43910,3 years,9,Female,,No,2011-08-30,New York
18.0,31122,,1,M,Engineering,Y,2017-07-03,
37.0,38811,14 years,7,,HR,No,2017-07-28,
34.0,43506,9 years,3,Female,Sales,Y,2011-09-01,New York
32.0,25000,13 years,4,Male,Sales,Yes,2023-09-10,New York
24.0,43373,5 years,3,,HR,,2018-07-18,Seattle
28.0,27108,8 years,5,F,Marketing,Yes,2018-04-05,Seattle
37.0,36249,12 years,9,M,,Y,2020-12-20,Austin
36.0,25000,13 years,6,Female,,,2011-08-23,Austin
52.0,64498,24 years,9,Female,HR,N,2013-03-18,New York
22.0,29994,0 years,7,Male,HR,Yes,2017-02-10,
35.0,33536,10 years,7,,Engineering,No,,Seattle
29.0,56019,3 years,3,,Marketing,Yes,2023-05-28,Seattle
24.0,31782,,2,Female,HR,Yes,2010-04-02,Austin
18.0,25000,0 years,10,Female,,Yes,2010-02-13,
40.0,73831,22 years,6,F,Marketing,Yes,2023-09-28,Seattle
22.0,52124,0 years,8,Female,Sales,Yes,2010-12-26,Boston
44.0,83350,25 years,9,Female,HR,Yes,2014-05-03,
41.0,47130,23 years,4,F,,Y,2018-03-16,
41.0,67105,23 years,6,F,Engineering,Yes,2023-10-23,Austin
19.0,42450,0 years,3,F,Engineering,Yes,2016-12-11,Boston
34.0,48414,21 years,4,F,Marketing,Y,2020-02-13,New York
37.0,25000,17 years,1,Female,Sales,Y,2019-03-20,
34.0,29197,9 years,10,Male,Engineering,Y,2015-07-24,New York
23.0,25000,3 years,6,Female,Engineering,No,2015-09-05,Seattle
29.0,30352,9 years,1,Male,Marketing,Yes,2021-03-17,Austin
47.0,44182,28 years,4,Male,,,2022-02-28,Seattle
35.0,48257,12 years,5,Male,Marketing,Yes,2019-02-04,New York
35.0,37074,9 years,2,M,Sales,Y,2014-06-06,New York
18.0,25000,0 years,7,F,Engineering,Y,2017-04-25,Boston
41.0,52641,15 years,2,Male,,,,Austin
54.0,46306,28 years,7,Female,Marketing,Yes,2015-12-05,New York
49.0,60815,28 years,3,Male,,Y,2022-06-07,Seattle
20.0,29711,0 years,6,,,No,2010-03-19,Austin
34.0,42755,12 years,3,Male,,No,2022-10-29,New York
35.0,41913,14 years,6,Male,Engineering,,2012-12-08,
28.0,53402,7 years,7,Male,Marketing,Y,2016-11-04,Boston
46.0,57258,25 years,10,Male,Engineering,Yes,,Seattle
31.0,53644,,7,,HR,N,2021-04-25,Seattle
33.0,32009,13 years,5,M,Marketing,Y,2022-06-05,
27.0,36368,10 years,9,M,,,2022-02-22,Boston
56.0,76405,32 years,1,Male,HR,Y,2013-10-06,Boston
36.0,37749,11 years,8,M,HR,No,2017-09-05,
48.0,61873,24 years,5,,Engineering,Yes,2018-08-02,Seattle
26.0,25000,2 years,1,Female,,Yes,2023-06-18,
36.0,59976,14 years,10,Male,Sales,Y,2020-11-18,Boston
35.0,79556,8 years,2,Male,,Yes,2020-06-16,
29.0,55774,3 years,5,Female,Marketing,Y,,New York
61.0,63740,40 years,10,M,Marketing,Yes,,Boston
39.0,51324,18 years,6,Female,Engineering,Y,,New York
35.0,30618,12 years,5,,Engineering,Yes,,Boston
45.0,66846,21 years,2,Male,Engineering,No,2018-04-21,Boston
33.0,56567,13 years,10,Female,HR,,,Boston
44.0,77181,23 years,8,Female,HR,Y,2015-09-13,New York
24.0,27068,6 years,3,M,Engineering,Yes,2020-11-30,New York
31.0,25000,7 years,6,Male,Engineering,Yes,2014-11-26,Austin
26.0,56747,1 years,3,Male,,Yes,2023-01-20,Seattle
65.0,72377,40 years,6,Male,,Yes,2014-01-30,Boston
44.0,48909,20 years,1,Male,HR,N,2011-02-19,Austin
26.0,27660,3 years,10,F,Engineering,Yes,2013-07-16,New York
18.0,61918,0 years,1,F,Marketing,No,2023-11-11,
25.0,37407,6 years,7,Male,Sales,,2022-08-28,Austin
36.0,25000,15 years,8,,Sales,Yes,2016-10-29,Boston
35.0,38246,12 years,2,Female,,Yes,2015-01-28,Seattle
53.0,70215,37 years,6,F,,Yes,2018-12-25,
39.0,53623,12 years,1,Female,HR,N,2010-12-09,New York
43.0,46516,20 years,2,F,,,2019-08-28,
33.0,25877,6 years,1,M,Engineering,,2016-11-28,Boston
36.0,50490,12 years,3,Male,Marketing,Yes,2023-11-26,Boston
56.0,62955,36 years,5,Male,,Yes,2017-04-30,Austin
45.0,72143,14 years,1,Male,Marketing,,,
18.0,44118,0 years,9,Female,HR,Yes,2010-12-26,Boston
29.0,56355,6 years,3,Male,Engineering,Y,2023-07-21,New York
30.0,44029,5 years,3,Female,Marketing,Yes,,
38.0,42807,17 years,1,Male,Engineering,Yes,2017-12-20,Boston
24.0,50600,2 years,1,F,,,2014-01-17,
26.0,40249,3 years,10,Male,,N,2014-06-20,Seattle
18.0,25000,0 years,8,Female,Engineering,Y,2013-05-21,
